source,hour_start_UTC,lon0,lat0,lon1,lat1,mass_kg
TK1,2023-03-19T13:00:00,82.0,40.0,83.0,41.0,561256.5050153185
TK1,2023-03-19T13:00:00,82.0,41.0,83.0,42.0,313597.95250082284
TK1,2023-03-19T13:00:00,83.0,39.0,84.0,40.0,183787.85542716135
TK1,2023-03-19T13:00:00,83.0,40.0,84.0,41.0,261104.96180220347
TK1,2023-03-19T13:00:00,83.0,41.0,84.0,42.0,220138.83264419367
TK1,2023-03-19T13:00:00,84.0,40.0,85.0,41.0,244765.01736667388
TK1,2023-03-19T13:00:00,84.0,41.0,85.0,42.0,390533.55268057087
TK1,2023-03-19T13:00:00,85.0,39.0,86.0,40.0,667873.2810428492
TK1,2023-03-19T13:00:00,85.0,40.0,86.0,41.0,1755728.5230273106
TK1,2023-03-19T13:00:00,85.0,41.0,86.0,42.0,578725.4368030461
TK1,2023-03-19T13:00:00,86.0,38.0,87.0,39.0,5654.250857142601
TK1,2023-03-19T13:00:00,86.0,39.0,87.0,40.0,1195769.7327055587
TK1,2023-03-19T13:00:00,86.0,40.0,87.0,41.0,1163665.971231927
TK1,2023-03-19T13:00:00,86.0,41.0,87.0,42.0,23224.48219963543
TK1,2023-03-19T13:00:00,87.0,38.0,88.0,39.0,56391.21922620272
TK1,2023-03-19T13:00:00,87.0,39.0,88.0,40.0,501756.29551247496
TK1,2023-03-19T13:00:00,87.0,40.0,88.0,41.0,71830.68498709612
TK1,2023-03-19T13:00:00,87.0,41.0,88.0,42.0,134894.37128024377
TK1,2023-03-19T13:00:00,88.0,39.0,89.0,40.0,154200.64046513799
TK1,2023-03-19T13:00:00,88.0,40.0,89.0,41.0,60636.57781266488
TK1,2023-03-19T13:00:00,88.0,41.0,89.0,42.0,176118.55278730267
TK1,2023-03-19T13:00:00,89.0,38.0,90.0,39.0,646.8031388220838
TK1,2023-03-19T14:00:00,81.0,39.0,82.0,40.0,226995.36512719165
TK1,2023-03-19T14:00:00,81.0,40.0,82.0,41.0,391671.8761620481
TK1,2023-03-19T14:00:00,81.0,41.0,82.0,42.0,40771.3514591503
TK1,2023-03-19T14:00:00,82.0,39.0,83.0,40.0,796398.8783134767
TK1,2023-03-19T14:00:00,82.0,40.0,83.0,41.0,675551.3449512913
TK1,2023-03-19T14:00:00,82.0,41.0,83.0,42.0,152664.04402126343
TK1,2023-03-19T14:00:00,83.0,39.0,84.0,40.0,53551.4841191284
TK1,2023-03-19T14:00:00,83.0,41.0,84.0,42.0,206839.62689285554
TK1,2023-03-19T14:00:00,84.0,40.0,85.0,41.0,15267.299406286578
TK1,2023-03-19T14:00:00,84.0,41.0,85.0,42.0,193945.05922891083
TK1,2023-03-19T14:00:00,85.0,39.0,86.0,40.0,198066.08700201495
TK1,2023-03-19T14:00:00,85.0,40.0,86.0,41.0,1045561.8710163375
TK1,2023-03-19T14:00:00,85.0,41.0,86.0,42.0,143090.85828019335
TK1,2023-03-19T14:00:00,86.0,39.0,87.0,40.0,794928.563270145
TK1,2023-03-19T14:00:00,86.0,40.0,87.0,41.0,1178860.361700536
TK1,2023-03-19T14:00:00,86.0,41.0,87.0,42.0,33709.29139538568
TK1,2023-03-19T14:00:00,87.0,39.0,88.0,40.0,293231.42169355246
TK1,2023-03-19T14:00:00,87.0,40.0,88.0,41.0,238361.99253792077
TK1,2023-03-19T14:00:00,87.0,41.0,88.0,42.0,507534.933741366
TK1,2023-03-19T14:00:00,88.0,37.0,89.0,38.0,3.5262070438463935
TK1,2023-03-19T14:00:00,88.0,38.0,89.0,39.0,390.51410725643404
TK1,2023-03-19T14:00:00,88.0,39.0,89.0,40.0,243769.35963025715
TK1,2023-03-19T14:00:00,88.0,40.0,89.0,41.0,432265.9419155994
TK1,2023-03-19T14:00:00,88.0,41.0,89.0,42.0,104124.76533458896
TK1,2023-03-19T14:00:00,89.0,37.0,90.0,38.0,4.004595382229889
TK1,2023-03-19T14:00:00,89.0,38.0,90.0,39.0,2227.1067937688667
TK1,2023-03-19T14:00:00,89.0,39.0,90.0,40.0,356211.0275982278
TK2,2023-03-19T14:00:00,90.0,38.0,91.0,39.0,138.35895218983896
TK2,2023-03-19T14:00:00,90.0,39.0,91.0,40.0,40781.20653882878
TK1,2023-03-19T15:00:00,80.0,40.0,81.0,41.0,7117.476461653429
TK1,2023-03-19T15:00:00,81.0,39.0,82.0,40.0,526146.8618755932
TK1,2023-03-19T15:00:00,81.0,40.0,82.0,41.0,441537.74181317753
TK1,2023-03-19T15:00:00,81.0,41.0,82.0,42.0,25556.959941006397
TK1,2023-03-19T15:00:00,82.0,39.0,83.0,40.0,578398.2345542155
TK1,2023-03-19T15:00:00,82.0,40.0,83.0,41.0,488364.29100370326
TK1,2023-03-19T15:00:00,82.0,41.0,83.0,42.0,176282.5022360887
TK1,2023-03-19T15:00:00,83.0,39.0,84.0,40.0,48374.90605945829
TK1,2023-03-19T15:00:00,83.0,41.0,84.0,42.0,84682.90680347575
TK1,2023-03-19T15:00:00,84.0,41.0,85.0,42.0,118527.77141144265
TK1,2023-03-19T15:00:00,85.0,39.0,86.0,40.0,50594.18806349925
TK1,2023-03-19T15:00:00,85.0,40.0,86.0,41.0,146995.717501625
TK1,2023-03-19T15:00:00,85.0,41.0,86.0,42.0,84578.79382656414
TK1,2023-03-19T15:00:00,86.0,39.0,87.0,40.0,336359.76631733327
TK1,2023-03-19T15:00:00,86.0,40.0,87.0,41.0,306332.6067880937
TK1,2023-03-19T15:00:00,87.0,38.0,88.0,39.0,7333.4811093563885
TK1,2023-03-19T15:00:00,87.0,39.0,88.0,40.0,122505.03890469538
TK1,2023-03-19T15:00:00,87.0,40.0,88.0,41.0,373653.60088227224
TK1,2023-03-19T15:00:00,87.0,41.0,88.0,42.0,784218.8573003452
TK1,2023-03-19T15:00:00,88.0,37.0,89.0,38.0,3.0640099977181845
TK1,2023-03-19T15:00:00,88.0,38.0,89.0,39.0,1128.6368032739758
TK1,2023-03-19T15:00:00,88.0,39.0,89.0,40.0,280870.25247714174
TK1,2023-03-19T15:00:00,88.0,40.0,89.0,41.0,957949.8943649151
TK1,2023-03-19T15:00:00,88.0,41.0,89.0,42.0,489727.35510748986
TK1,2023-03-19T15:00:00,89.0,37.0,90.0,38.0,3.5812271108245697
TK1,2023-03-19T15:00:00,89.0,38.0,90.0,39.0,2392.551639332817
TK1,2023-03-19T15:00:00,89.0,39.0,90.0,40.0,515602.17418451153
TK1,2023-03-19T15:00:00,89.0,40.0,90.0,41.0,104997.49331227886
TK1,2023-03-19T15:00:00,89.0,41.0,90.0,42.0,4489.553542288427
TK2,2023-03-19T15:00:00,90.0,38.0,91.0,39.0,1159.4583179986328
TK2,2023-03-19T15:00:00,90.0,39.0,91.0,40.0,247879.13761882318
TK2,2023-03-19T15:00:00,90.0,40.0,91.0,41.0,531.0418284510289
TK2,2023-03-19T15:00:00,91.0,38.0,92.0,39.0,278.7824348942373
TK2,2023-03-19T15:00:00,91.0,39.0,92.0,40.0,25297.565414805802
TK1,2023-03-19T16:00:00,80.0,39.0,81.0,40.0,47176.860964909574
TK1,2023-03-19T16:00:00,80.0,40.0,81.0,41.0,20981.842781646326
TK1,2023-03-19T16:00:00,81.0,38.0,82.0,39.0,7340.308433579023
TK1,2023-03-19T16:00:00,81.0,39.0,82.0,40.0,557516.026775713
